Kunta,C,100;Mjtunnus,N,10,0;Kohdenimi,C,100;Ajoitus,C,254;Tyyppi,C,100;Alatyyppi,C,100;Laji,C,100;I,N,31,15;P,N,31,15;Paikannust,N,10,0;Paikannu00,N,10,0;Selite,C,254;Tuhoutunut,C,100;Luontipvm,D;Muutospvm,D;Zala,N,14,2;Zylä,N,14,2;Vedenalain,C,1
Helsinki;1327;Pikku-Mustasaari 2;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;387729.66;6669877.909;11002;0;Paikannettu GPS:llä jään päältä tarkstussukelluksen jälkeen. Sijaintitieto tarkka.;Ei;06.11.01;28.01.11;0.00;0.00;k
Helsinki;1300;Uusimatala;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;387996.589;6662808.755;11003;0;Paikannettu karttaliitteen mukaan, epätarkat paikkatiedot;Ei;05.11.01;28.01.11;0.00;0.00;k
Kirkkonummi;1255;Taraviken;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;353909.33;6656445.146;11002;0;Paikannettu ilmoituksen karttaliitteen mukaan;Ei;01.11.01;28.01.11;0.00;0.00;k
Kirkkonummi;1258;Träskön 4;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;353153.671;6648479.342;11002;0;Paikannettu ilmoituksen karttaliitteen mukaan;Ei;01.11.01;28.01.11;0.00;0.00;k
Kirkkonummi;1261;Salmen 3;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;355543.724;6646241.252;11002;0;Paikannettu Sukeltajat ry kartan mukaan;Ei;02.11.01;28.01.11;0.00;0.00;k
Kirkkonummi;1208;Lempi;historiallinen;alusten hylyt;hylyt (puu);muu kohde;351792.193;6653321.386;11002;0;Paikannettu Sukeltajat ry/Jari Hyvärinen kartan mukaan;Ei;31.10.01;28.01.11;0.00;0.00;k
Närpiö;1774;Hamnskäret 1;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;202962.729;6921710.871;11002;0;karttaliitteen mukaan paikannettu;Ei;03.12.01;28.01.11;0.00;0.00;k
Pori;1749;Mäntyluoto;historiallinen;alusten hylyt;hylyt (puu);poistettu kiinteä muinaisjäännös (ei rauhoitettu);206844.526;6841167.223;11002;0;sanallisen selostuksen mukaan;Ei;30.11.01;28.01.11;0.00;0.00;k
Pori;1754;Karjaranta;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;222104.458;6828423.402;11002;0;karttaliitteen mukaan   paikannettu;Ei;30.11.01;28.01.11;0.00;0.00;k
Merikarvia;1756;Mahanmatalat;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;203828.629;6863927.073;11004;0;Paikannettu sanallisen selostuksen mukaan, epätarkat paikkatiedot;Ei;30.11.01;28.01.11;0.00;0.00;k
Uusikaupunki;1706;Rosina;historiallinen;alusten hylyt;hylyt (puu);poistettu kiinteä muinaisjäännös (ei rauhoitettu);194616.848;6753232.46;11003;0;Paikannettu sanallisen selitteen mukaan, epätarkat paikkatiedot;Ei;28.11.01;28.01.11;0.00;0.00;k
Raasepori;1452;Långösund 2;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;317240.104;6650267.439;11002;0;Paikannettu Ilmoituksen karttaliitteen mukaan;Ei;14.11.01;28.01.11;0.00;0.00;k
Raasepori;1456;Österbådan;historiallinen;alusten hylyt;hylyt (puu);mahdollinen muinaisjäännös;320405.886;6638801.06;11002;0;Paikannettu ilmoituksen piirroskartan mukaan;Ei;14.11.01;28.01.11;0.00;0.00;k
Hanko;1409;Ryssön eteläranta;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;271853.422;6635277.228;11002;0;Sanallisen selostuksen mukaan paikannettu;Ei;13.11.01;28.01.11;0.00;0.00;k
Hanko;1420;Fläckgrundet;ei määritelty;alusten hylyt;ei määritelty;muu kohde;266944.345;6644170.624;11002;0;Paikannettu ilmoituksen karttaliitteen mukaan, hieman epätarkat paikkatiedot;Ei;13.11.01;28.01.11;0.00;0.00;k
Kotka;1131;Järvenkari;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;510790.077;6682009.629;11001;0;Paikannettu lmoiitajan kartan  ja sanallinen selostuksen mukaan;Ei;26.10.01;28.01.11;0.00;0.00;k
Virolahti;1099;Rautalanselkä 1;ei määritelty;alusten hylyt;ei määritelty;kiinteä muinaisjäännös;541172.681;6715818.169;11002;0;Manu Törösen piirroskartan mukaan paikannettu;Ei;24.10.01;28.01.11;0.00;0.00;k
Hamina;1107;Hasunpohja;ei määritelty;alusten hylyt;ruuhet;mahdollinen muinaisjäännös;503351.933;6710371.176;11001;0;Paikannettu karttaliitteen mukaan;Ei;24.10.01;28.01.11;0.00;0.00;k
Eurajoki;1729;Ryöväskeri;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;202668.3;6818821.17;11002;0;Paikannettu piirroskartan mukaan;Ei;29.11.01;28.01.11;0.00;0.00;k
Parainen;1676;Freja;historiallinen;alusten hylyt;ei määritelty;kiinteä muinaisjäännös;181259.77;6641658.189;11002;0;Paikannettu karttaliitteen mukaan;Ei;27.11.01;28.01.11;0.00;0.00;k
Uusikaupunki;1693;Pyhänmaanperä 3;historiallinen;alusten hylyt;hylyt (puu);mahdollinen muinaisjäännös;195659.34;6770537.519;11002;0;Paikannettu sanallisen selostuksen mukaan, epätarkat paikkatiedot;Ei;28.11.01;20.10.15;0.00;0.00;k
Parainen;1641;Skogholmin hylky;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;228339.603;6693463.627;11001;0;Merkitty peruskarttaan;Ei;26.11.01;28.01.11;0.00;0.00;k
Parainen;1646;Envikin lahti;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;237976.812;6676516.483;11003;0;paikannettu sanallisen selostuksen mukaan, EPÄTARKAT PAIKKATIEDOT;Ei;26.11.01;28.01.11;0.00;0.00;k
Parainen;1651;Trunsö;historiallinen;alusten hylyt;hylyt (puu);muu kohde;207774.082;6649810.051;11002;0;Paikannettu Ilkka Sirkiän kartan mukaan (1997);Ei;26.11.01;28.01.11;0.00;0.00;k
Kemiönsaari;1544;Dragsfjärdinlahti 1;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;248811.504;6668688.682;11002;0;Paikannettu Iiro Vanamon piirroskartan avulla;Ei;20.11.01;28.01.11;0.00;0.00;k
Raasepori;1455;Höglandin hylky;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;319593.174;6646816.838;11002;0;Paikannettu Sukeltajat ry kartan mukaan;Ei;14.11.01;28.01.11;0.00;0.00;k
Raasepori;1460;Hasselholmen;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;296119.634;6641315.929;11002;0;Paikannettu  P. Paanasalon piirroskartan (1995) mukaan;Ei;15.11.01;28.01.11;0.00;0.00;k
Hanko;1413;Drottningkobben;historiallinen;alusten hylyt;ei määritelty;muu kohde;273488.745;6637839.203;11002;0;paikannettu ilmoittajan karttaliitteen mukaan Kansalaisen karttapaikan avulla;Ei;13.11.01;28.01.11;0.00;0.00;k
Hanko;1350;Svartgrundetin hylky 2;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;287269.225;6634726.533;11002;0;Paikannettu ilmoituksen karttaliitteen mukaan;Ei;07.11.01;28.01.11;0.00;0.00;k
Hanko;1355;miinanraivaaja MP-1;historiallinen;alusten hylyt;ei määritelty;muu kohde;290983.704;6640083.396;11002;0;paikannettu ilmoituksen karttaliitteen mukaan;Ei;07.11.01;28.01.11;0.00;0.00;k
Helsinki;1363;Iso Mustasaari 1B;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;388535.335;6669510.066;11002;0;Paikannettu karttaliitteen mukaan;Ei;08.11.01;28.01.11;0.00;0.00;k
Eurajoki;1722;Kinnaskeri;historiallinen;alusten hylyt;hylyt (puu);poistettu kiinteä muinaisjäännös (ei rauhoitettu);202199.49;6819218.009;11002;0;Karttaliitteen mukaan  paikannettu;Ei;29.11.01;28.01.11;0.00;0.00;k
Turku;1679;Donna;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;229475.11;6700429.839;11001;0;Merkitty peruskarttaan, KKJ-koordinaatit CD-merikartalta 60 20.98 N 022 05.79 E.;Ei;27.11.01;28.01.11;0.00;0.00;k
Parainen;1681;Tercia;historiallinen;alusten hylyt;hylyt (metalli);muu kohde;196574.681;6631324.415;11002;0;Paikannettu Vaheri-Hyvärinen-Saari s. 289 sukelluskohdekartan avulla, hieman epätarkka sijainti;Ei;27.11.01;28.01.11;0.00;0.00;k
Kaarina;1683;Kuusiston hylky II;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;250929.467;6705318.981;11002;0;Paikannettu ilmoituksen karttaliitteen mukaan;Ei;27.11.01;28.01.11;0.00;0.00;k
Parainen;1647;Yxpila;historiallinen;alusten hylyt;hylyt (puu);muu kohde;230102.903;6691305.508;11003;0;Paikannettu Vaheri-Hyvärinen-Saari-kirjan s. 269 karttaliitteen mukaan, epätarkat paikkatiedot;Ei;26.11.01;28.01.11;0.00;0.00;k
Parainen;1653;Rosinhällarna;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;212529.239;6637920.85;11002;0;karttaliitteen mukaan paikannettu;Ei;26.11.01;28.01.11;0.00;0.00;k
Hanko;1356;Alören 1;ei määritelty;alusten hylyt;ei määritelty;kiinteä muinaisjäännös;290852.768;6638996.833;11002;0;Paikannettu ilmoituksen karttaliiteen mukaan;Ei;07.11.01;28.01.11;0.00;0.00;k
Hanko;1358;Sjö-Björkskär;historiallinen;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;287263.208;6639014.801;11002;0;Paikannettu Pelle Stenlundin karttaliitteen mukaan;Ei;07.11.01;28.01.11;0.00;0.00;k
Hanko;1383;Bengtsår;ei määritelty;alusten hylyt;ei määritelty;mahdollinen muinaisjäännös;281901.314;6647590.33;11002;0;paikannettu Alopaeuksen piirroskartan mukaan (1969), mutta kohdetta ei tarkastettu;Ei;09.11.01;28.01.11;0.00;0.00;k
Hanko;1354;Byön;ei määritelty;alusten hylyt;hylyt (puu);kiinteä muinaisjäännös;280026.084;6645213.282;11002;0;Paikannettu sanallisen selitteen mukaan, hieman epätarkat paikkatiedot (kuitenkin rajatulla alueella);Ei;07.11.01;28.01.11;0.00;0.00;k
Hanko;1357;Alören 2;ei määritelty;alusten hylyt;ei määritelty;kiinteä muinaisjäännös;291342.565;6639475.643;11002;0;Paikannettu karttaliitteen ja sanallisen selostuksen mukaan;Ei;07.11.01;28.01.11;0.00;0.00;k
Sipoo;1360;Laxö;historiallinen;alusten hylyt;hylyt (puu);muu kulttuuriperintökohde;412358.729;6674478.184;11002;0;Paikannettu Vaheri-Hyvärinen-Saari kirjan kartan s. 301 mukaan;Ei;07.11.01;28.01.11;0.00;0.00;k
